index,area,intensity,amount,drug type,well row,well column
69,202,8.925742574257425,7.81,Wortmannin,D,6
70,153,7.0130718954248366,7.81,Wortmannin,D,6
71,235,78.71489361702127,7.81,Wortmannin,D,6
72,175,52.44571428571429,7.81,Wortmannin,D,6
73,211,20.677725118483412,7.81,Wortmannin,D,6
74,222,34.95495495495496,7.81,Wortmannin,D,6
75,94,4.223404255319149,7.81,Wortmannin,D,6
76,206,5.907766990291262,7.81,Wortmannin,D,6
77,174,83.45402298850574,7.81,Wortmannin,D,6
78,151,34.70198675496689,7.81,Wortmannin,D,6
81,226,26.23008849557522,7.81,Wortmannin,D,6
82,245,4.420408163265306,7.81,Wortmannin,D,6
83,360,4.3277777777777775,7.81,Wortmannin,D,6
84,158,95.78481012658227,7.81,Wortmannin,D,6
85,69,67.7536231884058,7.81,Wortmannin,D,6
86,191,36.230366492146594,7.81,Wortmannin,D,6
87,103,4.0,7.81,Wortmannin,D,6
88,142,103.72535211267606,7.81,Wortmannin,D,6
89,235,70.91914893617022,7.81,Wortmannin,D,6
90,277,34.938628158844764,7.81,Wortmannin,D,6
91,128,14.046875,7.81,Wortmannin,D,6
92,190,83.8157894736842,7.81,Wortmannin,D,6
93,228,27.81578947368421,7.81,Wortmannin,D,6
94,164,24.097560975609756,7.81,Wortmannin,D,6
95,265,95.19622641509434,7.81,Wortmannin,D,6
97,142,36.69718309859155,7.81,Wortmannin,D,6
98,168,72.45833333333333,7.81,Wortmannin,D,6
99,188,107.87765957446808,7.81,Wortmannin,D,6
101,175,108.35428571428571,7.81,Wortmannin,D,6
102,199,48.381909547738694,7.81,Wortmannin,D,6
103,181,19.569060773480665,7.81,Wortmannin,D,6
105,79,66.88607594936708,7.81,Wortmannin,D,6
106,156,28.673076923076923,7.81,Wortmannin,D,6
107,226,56.43362831858407,7.81,Wortmannin,D,6
109,157,43.78343949044586,7.81,Wortmannin,D,6
110,81,9.074074074074074,7.81,Wortmannin,D,6
111,209,41.856459330143544,7.81,Wortmannin,D,6
112,122,43.86065573770492,7.81,Wortmannin,D,6
114,176,85.44318181818181,7.81,Wortmannin,D,6
115,191,77.25130890052355,7.81,Wortmannin,D,6
117,173,12.45086705202312,7.81,Wortmannin,D,6
118,220,71.98181818181818,7.81,Wortmannin,D,6
119,187,14.631016042780749,7.81,Wortmannin,D,6
120,143,14.090909090909092,7.81,Wortmannin,D,6
121,198,32.56060606060606,7.81,Wortmannin,D,6
122,209,45.36842105263158,7.81,Wortmannin,D,6
123,64,124.15625,7.81,Wortmannin,D,6
124,187,47.44919786096256,7.81,Wortmannin,D,6
125,233,56.1931330472103,7.81,Wortmannin,D,6
127,128,125.9375,7.81,Wortmannin,D,6
129,169,73.81656804733728,7.81,Wortmannin,D,6
130,137,24.05109489051095,7.81,Wortmannin,D,6
131,119,152.63025210084032,7.81,Wortmannin,D,6
132,78,13.782051282051283,7.81,Wortmannin,D,6
134,252,20.69047619047619,7.81,Wortmannin,D,6
135,165,111.88484848484849,7.81,Wortmannin,D,6
136,224,7.897321428571429,7.81,Wortmannin,D,6
137,177,21.214689265536723,7.81,Wortmannin,D,6
138,82,38.707317073170735,7.81,Wortmannin,D,6
140,143,16.923076923076923,7.81,Wortmannin,D,6
141,165,15.733333333333333,7.81,Wortmannin,D,6
142,274,34.565693430656935,7.81,Wortmannin,D,6
143,69,3.9565217391304346,7.81,Wortmannin,D,6
144,207,37.429951690821255,7.81,Wortmannin,D,6
145,176,46.98863636363637,7.81,Wortmannin,D,6
146,156,7.410256410256411,7.81,Wortmannin,D,6
147,181,74.81767955801105,7.81,Wortmannin,D,6
148,296,89.52364864864865,7.81,Wortmannin,D,6
149,187,78.68449197860963,7.81,Wortmannin,D,6
150,251,36.74900398406375,7.81,Wortmannin,D,6
151,130,43.746153846153845,7.81,Wortmannin,D,6
152,250,46.14,7.81,Wortmannin,D,6
153,148,40.189189189189186,7.81,Wortmannin,D,6
154,152,44.01315789473684,7.81,Wortmannin,D,6
155,221,8.592760180995475,7.81,Wortmannin,D,6
156,259,52.374517374517374,7.81,Wortmannin,D,6
157,196,54.683673469387756,7.81,Wortmannin,D,6
158,244,76.5327868852459,7.81,Wortmannin,D,6
159,268,37.55223880597015,7.81,Wortmannin,D,6
160,159,106.74213836477988,7.81,Wortmannin,D,6
162,181,102.48066298342542,7.81,Wortmannin,D,6
163,218,39.25229357798165,7.81,Wortmannin,D,6
164,188,7.212765957446808,7.81,Wortmannin,D,6
165,137,53.693430656934304,7.81,Wortmannin,D,6
166,168,16.357142857142858,7.81,Wortmannin,D,6
167,134,14.82089552238806,7.81,Wortmannin,D,6
168,227,59.819383259911895,7.81,Wortmannin,D,6
169,139,133.54676258992805,7.81,Wortmannin,D,6
170,205,29.17560975609756,7.81,Wortmannin,D,6
172,84,44.476190476190474,7.81,Wortmannin,D,6
173,202,8.321782178217822,7.81,Wortmannin,D,6
174,114,123.91228070175438,7.81,Wortmannin,D,6
175,171,91.12280701754386,7.81,Wortmannin,D,6
176,192,117.90104166666667,7.81,Wortmannin,D,6
177,202,45.73267326732673,7.81,Wortmannin,D,6
178,154,20.064935064935064,7.81,Wortmannin,D,6
179,126,90.4047619047619,7.81,Wortmannin,D,6
180,200,30.52,7.81,Wortmannin,D,6
181,146,64.70547945205479,7.81,Wortmannin,D,6
182,136,69.94117647058823,7.81,Wortmannin,D,6
183,218,88.07339449541284,7.81,Wortmannin,D,6
184,148,63.32432432432432,7.81,Wortmannin,D,6
186,172,81.30813953488372,7.81,Wortmannin,D,6
188,109,42.293577981651374,7.81,Wortmannin,D,6
189,142,89.69014084507042,7.81,Wortmannin,D,6
190,117,54.05982905982906,7.81,Wortmannin,D,6
191,124,107.91129032258064,7.81,Wortmannin,D,6
192,117,50.8034188034188,7.81,Wortmannin,D,6
193,224,32.60267857142857,7.81,Wortmannin,D,6
194,121,81.94214876033058,7.81,Wortmannin,D,6
195,170,44.95294117647059,7.81,Wortmannin,D,6
196,52,100.75,7.81,Wortmannin,D,6
197,182,78.23626373626374,7.81,Wortmannin,D,6
198,154,66.17532467532467,7.81,Wortmannin,D,6
199,123,76.34146341463415,7.81,Wortmannin,D,6
200,206,127.39320388349515,7.81,Wortmannin,D,6
201,135,78.44444444444444,7.81,Wortmannin,D,6
202,136,90.76470588235294,7.81,Wortmannin,D,6
203,99,39.96969696969697,7.81,Wortmannin,D,6
204,84,190.96428571428572,7.81,Wortmannin,D,6
205,67,100.02985074626865,7.81,Wortmannin,D,6
206,74,59.37837837837838,7.81,Wortmannin,D,6
0,164,68.64024390243902,15.63,Wortmannin,D,7
2,74,78.82432432432432,15.63,Wortmannin,D,7
3,321,140.06230529595015,15.63,Wortmannin,D,7
4,173,51.04624277456647,15.63,Wortmannin,D,7
5,167,113.0059880239521,15.63,Wortmannin,D,7
6,264,121.34848484848484,15.63,Wortmannin,D,7
7,229,5.0174672489082965,15.63,Wortmannin,D,7
8,163,93.9877300613497,15.63,Wortmannin,D,7
9,148,103.8108108108108,15.63,Wortmannin,D,7
10,144,110.10416666666667,15.63,Wortmannin,D,7
11,210,85.43333333333334,15.63,Wortmannin,D,7
13,136,23.41176470588235,15.63,Wortmannin,D,7
14,159,90.72955974842768,15.63,Wortmannin,D,7
15,180,42.45,15.63,Wortmannin,D,7
16,263,88.9467680608365,15.63,Wortmannin,D,7
17,132,53.21969696969697,15.63,Wortmannin,D,7
18,171,111.94152046783626,15.63,Wortmannin,D,7
19,163,83.52147239263803,15.63,Wortmannin,D,7
20,175,97.82285714285715,15.63,Wortmannin,D,7
21,205,27.673170731707316,15.63,Wortmannin,D,7
22,146,30.404109589041095,15.63,Wortmannin,D,7
23,240,108.1125,15.63,Wortmannin,D,7
24,168,8.071428571428571,15.63,Wortmannin,D,7
25,86,49.674418604651166,15.63,Wortmannin,D,7
27,210,23.19047619047619,15.63,Wortmannin,D,7
28,176,130.0625,15.63,Wortmannin,D,7
29,172,107.04069767441861,15.63,Wortmannin,D,7
30,164,9.597560975609756,15.63,Wortmannin,D,7
31,165,143.75757575757575,15.63,Wortmannin,D,7
32,140,43.457142857142856,15.63,Wortmannin,D,7
33,260,96.64615384615385,15.63,Wortmannin,D,7
34,196,111.38265306122449,15.63,Wortmannin,D,7
35,246,6.804878048780488,15.63,Wortmannin,D,7
36,198,53.156565656565654,15.63,Wortmannin,D,7
37,146,47.0,15.63,Wortmannin,D,7
38,143,120.13986013986013,15.63,Wortmannin,D,7
39,198,57.11616161616162,15.63,Wortmannin,D,7
40,143,184.25874125874125,15.63,Wortmannin,D,7
41,123,88.52845528455285,15.63,Wortmannin,D,7
42,79,116.13924050632912,15.63,Wortmannin,D,7
43,298,21.016778523489933,15.63,Wortmannin,D,7
44,162,142.45679012345678,15.63,Wortmannin,D,7
45,148,29.06756756756757,15.63,Wortmannin,D,7
46,252,80.39285714285714,15.63,Wortmannin,D,7
47,257,87.40856031128405,15.63,Wortmannin,D,7
48,168,147.89880952380952,15.63,Wortmannin,D,7
49,126,151.9206349206349,15.63,Wortmannin,D,7
50,108,14.13888888888889,15.63,Wortmannin,D,7
51,148,21.64864864864865,15.63,Wortmannin,D,7
52,129,10.643410852713178,15.63,Wortmannin,D,7
53,181,85.12154696132596,15.63,Wortmannin,D,7
55,145,57.33793103448276,15.63,Wortmannin,D,7
56,193,96.53886010362694,15.63,Wortmannin,D,7
57,191,10.020942408376964,15.63,Wortmannin,D,7
58,264,102.84469696969697,15.63,Wortmannin,D,7
59,212,15.00943396226415,15.63,Wortmannin,D,7
60,85,128.6705882352941,15.63,Wortmannin,D,7
61,189,161.6931216931217,15.63,Wortmannin,D,7
62,179,4.921787709497207,15.63,Wortmannin,D,7
63,194,80.67525773195877,15.63,Wortmannin,D,7
64,179,10.100558659217876,15.63,Wortmannin,D,7
65,210,9.885714285714286,15.63,Wortmannin,D,7
66,132,128.21212121212122,15.63,Wortmannin,D,7
67,174,46.54597701149425,15.63,Wortmannin,D,7
68,166,117.56626506024097,15.63,Wortmannin,D,7
69,157,94.22929936305732,15.63,Wortmannin,D,7
70,185,117.1891891891892,15.63,Wortmannin,D,7
71,142,22.58450704225352,15.63,Wortmannin,D,7
72,204,71.63725490196079,15.63,Wortmannin,D,7
73,127,125.11023622047244,15.63,Wortmannin,D,7
74,281,106.58362989323844,15.63,Wortmannin,D,7
75,217,157.23502304147465,15.63,Wortmannin,D,7
76,200,114.96,15.63,Wortmannin,D,7
77,182,55.620879120879124,15.63,Wortmannin,D,7
78,109,131.88073394495413,15.63,Wortmannin,D,7
79,205,75.33170731707317,15.63,Wortmannin,D,7
80,206,74.3883495145631,15.63,Wortmannin,D,7
81,231,114.67532467532467,15.63,Wortmannin,D,7
82,221,123.89140271493213,15.63,Wortmannin,D,7
83,123,111.88617886178862,15.63,Wortmannin,D,7
84,190,94.11578947368422,15.63,Wortmannin,D,7
85,209,28.961722488038276,15.63,Wortmannin,D,7
86,213,78.30046948356808,15.63,Wortmannin,D,7
87,229,126.96069868995633,15.63,Wortmannin,D,7
88,205,86.30243902439024,15.63,Wortmannin,D,7
89,259,136.86100386100387,15.63,Wortmannin,D,7
90,212,23.57075471698113,15.63,Wortmannin,D,7
92,224,3.9464285714285716,15.63,Wortmannin,D,7
94,312,76.36858974358974,15.63,Wortmannin,D,7
95,142,14.359154929577464,15.63,Wortmannin,D,7
96,175,81.09142857142857,15.63,Wortmannin,D,7
97,157,51.796178343949045,15.63,Wortmannin,D,7
98,257,62.95330739299611,15.63,Wortmannin,D,7
99,307,118.04885993485343,15.63,Wortmannin,D,7
100,259,118.44787644787645,15.63,Wortmannin,D,7
103,168,128.60714285714286,15.63,Wortmannin,D,7
104,250,28.936,15.63,Wortmannin,D,7
105,192,112.76041666666667,15.63,Wortmannin,D,7
106,272,23.996323529411764,15.63,Wortmannin,D,7
107,177,121.67796610169492,15.63,Wortmannin,D,7
108,188,112.43085106382979,15.63,Wortmannin,D,7
109,73,67.84931506849315,15.63,Wortmannin,D,7
110,208,52.17788461538461,15.63,Wortmannin,D,7
111,243,47.58847736625514,15.63,Wortmannin,D,7
112,229,119.68558951965065,15.63,Wortmannin,D,7
113,150,110.01333333333334,15.63,Wortmannin,D,7
114,190,102.97368421052632,15.63,Wortmannin,D,7
115,261,40.87356321839081,15.63,Wortmannin,D,7
116,287,57.00696864111498,15.63,Wortmannin,D,7
117,364,130.67582417582418,15.63,Wortmannin,D,7
119,191,165.9738219895288,15.63,Wortmannin,D,7
120,164,64.90853658536585,15.63,Wortmannin,D,7
121,124,159.83870967741936,15.63,Wortmannin,D,7
122,230,2.5608695652173914,15.63,Wortmannin,D,7
123,186,2.4408602150537635,15.63,Wortmannin,D,7
124,237,72.9873417721519,15.63,Wortmannin,D,7
125,402,127.0273631840796,15.63,Wortmannin,D,7
126,204,81.61764705882354,15.63,Wortmannin,D,7
131,178,51.79775280898876,15.63,Wortmannin,D,7
132,181,78.88397790055248,15.63,Wortmannin,D,7
133,156,8.506410256410257,15.63,Wortmannin,D,7
134,225,140.1288888888889,15.63,Wortmannin,D,7
135,116,119.85344827586206,15.63,Wortmannin,D,7
136,206,190.05339805825244,15.63,Wortmannin,D,7
137,195,113.6974358974359,15.63,Wortmannin,D,7
138,198,200.27272727272728,15.63,Wortmannin,D,7
139,269,119.83271375464685,15.63,Wortmannin,D,7
140,150,169.19333333333333,15.63,Wortmannin,D,7
141,171,102.94736842105263,15.63,Wortmannin,D,7
142,298,139.1275167785235,15.63,Wortmannin,D,7
143,133,8.25563909774436,15.63,Wortmannin,D,7
144,176,137.80113636363637,15.63,Wortmannin,D,7
145,76,30.157894736842106,15.63,Wortmannin,D,7
146,205,95.61463414634146,15.63,Wortmannin,D,7
147,243,63.83127572016461,15.63,Wortmannin,D,7
148,148,5.0,15.63,Wortmannin,D,7
149,116,96.41379310344827,15.63,Wortmannin,D,7
150,169,138.18343195266272,15.63,Wortmannin,D,7
151,240,50.75416666666667,15.63,Wortmannin,D,7
152,249,156.88755020080322,15.63,Wortmannin,D,7
153,127,8.858267716535433,15.63,Wortmannin,D,7
154,190,119.62105263157895,15.63,Wortmannin,D,7
155,160,7.95625,15.63,Wortmannin,D,7
156,238,80.46218487394958,15.63,Wortmannin,D,7
157,161,129.98136645962734,15.63,Wortmannin,D,7
158,222,135.45945945945945,15.63,Wortmannin,D,7
159,135,5.525925925925926,15.63,Wortmannin,D,7
160,202,45.83168316831683,15.63,Wortmannin,D,7
161,174,122.23563218390805,15.63,Wortmannin,D,7
162,209,69.20095693779905,15.63,Wortmannin,D,7
163,182,71.45604395604396,15.63,Wortmannin,D,7
164,344,163.70639534883722,15.63,Wortmannin,D,7
165,190,12.06842105263158,15.63,Wortmannin,D,7
166,158,109.5,15.63,Wortmannin,D,7
167,203,158.99014778325125,15.63,Wortmannin,D,7
168,188,121.91489361702128,15.63,Wortmannin,D,7
169,263,65.79467680608364,15.63,Wortmannin,D,7
170,182,78.58241758241758,15.63,Wortmannin,D,7
171,202,82.54950495049505,15.63,Wortmannin,D,7
172,231,126.63636363636364,15.63,Wortmannin,D,7
173,146,15.472602739726028,15.63,Wortmannin,D,7
174,128,106.390625,15.63,Wortmannin,D,7
175,143,80.87412587412588,15.63,Wortmannin,D,7
176,121,39.81818181818182,15.63,Wortmannin,D,7
177,319,35.56739811912226,15.63,Wortmannin,D,7
178,204,99.99019607843137,15.63,Wortmannin,D,7
179,169,22.928994082840237,15.63,Wortmannin,D,7
181,137,81.16788321167883,15.63,Wortmannin,D,7
182,68,116.83823529411765,15.63,Wortmannin,D,7
183,140,37.65,15.63,Wortmannin,D,7
184,203,85.07881773399015,15.63,Wortmannin,D,7
186,189,19.883597883597883,15.63,Wortmannin,D,7
187,153,159.98039215686273,15.63,Wortmannin,D,7
188,163,86.31288343558282,15.63,Wortmannin,D,7
190,74,5.256756756756757,15.63,Wortmannin,D,7
0,133,151.7593984962406,31.25,Wortmannin,D,8
1,524,41.229007633587784,31.25,Wortmannin,D,8
2,180,171.9777777777778,31.25,Wortmannin,D,8
3,166,50.51204819277108,31.25,Wortmannin,D,8
4,217,122.0552995391705,31.25,Wortmannin,D,8
5,291,162.8316151202749,31.25,Wortmannin,D,8
6,211,99.35545023696683,31.25,Wortmannin,D,8
7,331,88.86404833836858,31.25,Wortmannin,D,8
8,197,165.62436548223351,31.25,Wortmannin,D,8
9,201,107.9950248756219,31.25,Wortmannin,D,8
10,60,12.1,31.25,Wortmannin,D,8
11,426,94.79342723004694,31.25,Wortmannin,D,8
13,134,90.8731343283582,31.25,Wortmannin,D,8
14,241,82.9045643153527,31.25,Wortmannin,D,8
15,103,7.398058252427185,31.25,Wortmannin,D,8
16,205,10.546341463414635,31.25,Wortmannin,D,8
17,145,9.151724137931035,31.25,Wortmannin,D,8
18,171,151.35672514619884,31.25,Wortmannin,D,8
20,114,65.93859649122807,31.25,Wortmannin,D,8
21,212,100.91037735849056,31.25,Wortmannin,D,8
22,186,154.81182795698925,31.25,Wortmannin,D,8
23,117,73.56410256410257,31.25,Wortmannin,D,8
24,131,48.62595419847328,31.25,Wortmannin,D,8
25,59,15.389830508474576,31.25,Wortmannin,D,8
26,119,99.19327731092437,31.25,Wortmannin,D,8
27,193,109.12435233160622,31.25,Wortmannin,D,8
28,188,114.63297872340425,31.25,Wortmannin,D,8
29,213,158.65258215962442,31.25,Wortmannin,D,8
30,194,115.48453608247422,31.25,Wortmannin,D,8
31,391,66.14833759590793,31.25,Wortmannin,D,8
32,189,106.28042328042328,31.25,Wortmannin,D,8
33,190,109.91052631578947,31.25,Wortmannin,D,8
34,103,5.485436893203883,31.25,Wortmannin,D,8
38,149,142.4765100671141,31.25,Wortmannin,D,8
39,123,86.13821138211382,31.25,Wortmannin,D,8
40,207,17.318840579710145,31.25,Wortmannin,D,8
41,186,120.05913978494624,31.25,Wortmannin,D,8
42,255,101.29019607843138,31.25,Wortmannin,D,8
43,150,69.10666666666667,31.25,Wortmannin,D,8
44,133,103.65413533834587,31.25,Wortmannin,D,8
45,149,137.50335570469798,31.25,Wortmannin,D,8
46,185,42.27567567567568,31.25,Wortmannin,D,8
47,149,81.39597315436242,31.25,Wortmannin,D,8
48,71,96.25352112676056,31.25,Wortmannin,D,8
49,114,22.087719298245613,31.25,Wortmannin,D,8
51,299,98.7190635451505,31.25,Wortmannin,D,8
52,157,39.0828025477707,31.25,Wortmannin,D,8
53,230,132.28695652173914,31.25,Wortmannin,D,8
56,85,90.05882352941177,31.25,Wortmannin,D,8
57,253,70.27272727272727,31.25,Wortmannin,D,8
58,192,102.55208333333333,31.25,Wortmannin,D,8
59,100,92.87,31.25,Wortmannin,D,8
60,160,105.625,31.25,Wortmannin,D,8
61,251,140.89641434262947,31.25,Wortmannin,D,8
62,101,19.831683168316832,31.25,Wortmannin,D,8
63,249,147.63052208835342,31.25,Wortmannin,D,8
64,60,7.716666666666667,31.25,Wortmannin,D,8
65,211,127.5260663507109,31.25,Wortmannin,D,8
66,382,112.95026178010471,31.25,Wortmannin,D,8
67,105,6.6761904761904765,31.25,Wortmannin,D,8
68,137,4.91970802919708,31.25,Wortmannin,D,8
69,186,62.77956989247312,31.25,Wortmannin,D,8
70,227,116.31718061674009,31.25,Wortmannin,D,8
71,166,151.96385542168676,31.25,Wortmannin,D,8
72,134,172.96268656716418,31.25,Wortmannin,D,8
73,125,37.568,31.25,Wortmannin,D,8
74,123,5.186991869918699,31.25,Wortmannin,D,8
75,415,129.13975903614457,31.25,Wortmannin,D,8
76,179,115.14525139664805,31.25,Wortmannin,D,8
77,204,116.30882352941177,31.25,Wortmannin,D,8
78,183,140.327868852459,31.25,Wortmannin,D,8
79,174,69.97701149425288,31.25,Wortmannin,D,8
80,161,85.47826086956522,31.25,Wortmannin,D,8
81,117,169.60683760683762,31.25,Wortmannin,D,8
82,151,118.58940397350993,31.25,Wortmannin,D,8
83,228,107.54824561403508,31.25,Wortmannin,D,8
85,212,79.85849056603773,31.25,Wortmannin,D,8
86,170,175.81764705882352,31.25,Wortmannin,D,8
87,157,131.52866242038218,31.25,Wortmannin,D,8
88,186,125.39784946236558,31.25,Wortmannin,D,8
89,123,134.3170731707317,31.25,Wortmannin,D,8
90,129,82.27906976744185,31.25,Wortmannin,D,8
91,138,27.340579710144926,31.25,Wortmannin,D,8
92,202,88.96534653465346,31.25,Wortmannin,D,8
93,109,98.68807339449542,31.25,Wortmannin,D,8
94,211,126.34597156398104,31.25,Wortmannin,D,8
95,203,109.26600985221675,31.25,Wortmannin,D,8
96,187,59.475935828877006,31.25,Wortmannin,D,8
97,321,130.62928348909657,31.25,Wortmannin,D,8
98,208,157.75480769230768,31.25,Wortmannin,D,8
99,152,110.09210526315789,31.25,Wortmannin,D,8
102,205,70.00487804878048,31.25,Wortmannin,D,8
103,52,104.09615384615384,31.25,Wortmannin,D,8
104,162,46.54320987654321,31.25,Wortmannin,D,8
105,182,151.0879120879121,31.25,Wortmannin,D,8
106,120,12.083333333333334,31.25,Wortmannin,D,8
107,78,32.666666666666664,31.25,Wortmannin,D,8
108,243,94.35802469135803,31.25,Wortmannin,D,8
109,237,104.79746835443038,31.25,Wortmannin,D,8
110,144,15.6875,31.25,Wortmannin,D,8
111,137,124.81021897810218,31.25,Wortmannin,D,8
112,175,147.85142857142858,31.25,Wortmannin,D,8
113,78,46.743589743589745,31.25,Wortmannin,D,8
114,67,74.01492537313433,31.25,Wortmannin,D,8
115,92,201.1304347826087,31.25,Wortmannin,D,8
116,151,172.9271523178808,31.25,Wortmannin,D,8
117,72,101.47222222222223,31.25,Wortmannin,D,8
118,96,164.75,31.25,Wortmannin,D,8
119,120,81.04166666666667,31.25,Wortmannin,D,8
120,161,140.416149068323,31.25,Wortmannin,D,8
121,114,104.4298245614035,31.25,Wortmannin,D,8
122,164,125.76219512195122,31.25,Wortmannin,D,8
123,131,51.76335877862596,31.25,Wortmannin,D,8
124,278,111.15107913669065,31.25,Wortmannin,D,8
125,198,17.050505050505052,31.25,Wortmannin,D,8
126,221,182.8235294117647,31.25,Wortmannin,D,8
127,290,16.1,31.25,Wortmannin,D,8
128,177,18.44632768361582,31.25,Wortmannin,D,8
129,201,164.0597014925373,31.25,Wortmannin,D,8
130,156,92.53205128205128,31.25,Wortmannin,D,8
131,222,129.93693693693695,31.25,Wortmannin,D,8
132,129,120.59689922480621,31.25,Wortmannin,D,8
133,192,22.130208333333332,31.25,Wortmannin,D,8
134,180,187.80555555555554,31.25,Wortmannin,D,8
135,55,109.27272727272727,31.25,Wortmannin,D,8
136,157,156.59235668789808,31.25,Wortmannin,D,8
137,167,110.58682634730539,31.25,Wortmannin,D,8
139,147,160.97278911564626,31.25,Wortmannin,D,8
140,156,51.21153846153846,31.25,Wortmannin,D,8
141,197,28.31979695431472,31.25,Wortmannin,D,8
142,165,70.42424242424242,31.25,Wortmannin,D,8
143,189,17.52910052910053,31.25,Wortmannin,D,8
144,170,16.2,31.25,Wortmannin,D,8
145,210,64.64285714285714,31.25,Wortmannin,D,8
146,462,52.56926406926407,31.25,Wortmannin,D,8
147,173,182.1849710982659,31.25,Wortmannin,D,8
148,161,25.31055900621118,31.25,Wortmannin,D,8
149,220,86.67727272727272,31.25,Wortmannin,D,8
150,173,80.09248554913295,31.25,Wortmannin,D,8
151,187,153.59893048128342,31.25,Wortmannin,D,8
152,479,158.26722338204593,31.25,Wortmannin,D,8
153,210,76.39047619047619,31.25,Wortmannin,D,8
154,185,16.11891891891892,31.25,Wortmannin,D,8
155,156,125.07051282051282,31.25,Wortmannin,D,8
156,179,141.9050279329609,31.25,Wortmannin,D,8
157,170,129.8,31.25,Wortmannin,D,8
158,129,48.86046511627907,31.25,Wortmannin,D,8
159,193,45.766839378238345,31.25,Wortmannin,D,8
161,101,106.82178217821782,31.25,Wortmannin,D,8
162,106,161.20754716981133,31.25,Wortmannin,D,8
1,132,123.31060606060606,62.5,Wortmannin,D,9
2,204,73.93137254901961,62.5,Wortmannin,D,9
3,213,25.87323943661972,62.5,Wortmannin,D,9
4,115,95.03478260869565,62.5,Wortmannin,D,9
5,230,111.21304347826087,62.5,Wortmannin,D,9
6,129,90.34883720930233,62.5,Wortmannin,D,9
7,176,167.4431818181818,62.5,Wortmannin,D,9
8,146,110.26712328767124,62.5,Wortmannin,D,9
9,65,92.67692307692307,62.5,Wortmannin,D,9
11,159,94.66037735849056,62.5,Wortmannin,D,9
12,136,9.867647058823529,62.5,Wortmannin,D,9
13,163,48.20245398773006,62.5,Wortmannin,D,9
14,172,10.970930232558139,62.5,Wortmannin,D,9
17,206,47.55339805825243,62.5,Wortmannin,D,9
18,156,111.03846153846153,62.5,Wortmannin,D,9
19,178,7.921348314606742,62.5,Wortmannin,D,9
20,176,5.625,62.5,Wortmannin,D,9
21,233,151.206008583691,62.5,Wortmannin,D,9
22,210,18.83809523809524,62.5,Wortmannin,D,9
23,151,8.14569536423841,62.5,Wortmannin,D,9
24,196,92.08673469387755,62.5,Wortmannin,D,9
25,194,43.097938144329895,62.5,Wortmannin,D,9
26,132,183.52272727272728,62.5,Wortmannin,D,9
27,204,13.098039215686274,62.5,Wortmannin,D,9
28,172,94.12790697674419,62.5,Wortmannin,D,9
29,119,130.3361344537815,62.5,Wortmannin,D,9
30,153,8.588235294117647,62.5,Wortmannin,D,9
31,153,89.29411764705883,62.5,Wortmannin,D,9
32,115,99.90434782608696,62.5,Wortmannin,D,9
33,110,165.6090909090909,62.5,Wortmannin,D,9
34,174,88.14367816091954,62.5,Wortmannin,D,9
35,208,130.08173076923077,62.5,Wortmannin,D,9
36,326,108.88036809815951,62.5,Wortmannin,D,9
37,239,46.62761506276151,62.5,Wortmannin,D,9
39,218,23.28440366972477,62.5,Wortmannin,D,9
41,377,83.81167108753316,62.5,Wortmannin,D,9
43,61,33.78688524590164,62.5,Wortmannin,D,9
44,118,97.6864406779661,62.5,Wortmannin,D,9
45,149,113.02013422818791,62.5,Wortmannin,D,9
46,200,131.42,62.5,Wortmannin,D,9
47,156,9.826923076923077,62.5,Wortmannin,D,9
48,143,84.18881118881119,62.5,Wortmannin,D,9
49,191,89.717277486911,62.5,Wortmannin,D,9
50,98,107.93877551020408,62.5,Wortmannin,D,9
51,161,79.34782608695652,62.5,Wortmannin,D,9
52,107,111.23364485981308,62.5,Wortmannin,D,9
53,137,117.98540145985402,62.5,Wortmannin,D,9
54,164,9.439024390243903,62.5,Wortmannin,D,9
55,245,121.87755102040816,62.5,Wortmannin,D,9
56,133,129.12781954887217,62.5,Wortmannin,D,9
57,229,91.35807860262008,62.5,Wortmannin,D,9
58,249,6.493975903614458,62.5,Wortmannin,D,9
59,226,158.17256637168143,62.5,Wortmannin,D,9
60,151,127.19867549668874,62.5,Wortmannin,D,9
61,576,110.390625,62.5,Wortmannin,D,9
62,186,100.23655913978494,62.5,Wortmannin,D,9
63,166,3.825301204819277,62.5,Wortmannin,D,9
64,189,117.12698412698413,62.5,Wortmannin,D,9
65,231,116.97402597402598,62.5,Wortmannin,D,9
66,170,13.576470588235294,62.5,Wortmannin,D,9
67,188,4.154255319148936,62.5,Wortmannin,D,9
68,165,24.163636363636364,62.5,Wortmannin,D,9
69,325,85.64,62.5,Wortmannin,D,9
70,213,179.88732394366198,62.5,Wortmannin,D,9
71,176,16.21590909090909,62.5,Wortmannin,D,9
72,174,27.137931034482758,62.5,Wortmannin,D,9
73,270,137.48888888888888,62.5,Wortmannin,D,9
74,164,10.079268292682928,62.5,Wortmannin,D,9
75,208,164.47115384615384,62.5,Wortmannin,D,9
76,180,109.65,62.5,Wortmannin,D,9
77,202,164.41584158415841,62.5,Wortmannin,D,9
78,237,100.32911392405063,62.5,Wortmannin,D,9
79,175,161.42285714285714,62.5,Wortmannin,D,9
80,213,11.610328638497652,62.5,Wortmannin,D,9
81,234,30.15811965811966,62.5,Wortmannin,D,9
